"Time (ms)","Recording (a.u.)"
3.934940717E2,5.048675230E-4
3.935149059E2,1.286028186E-3
3.935357400E2,2.089034300E-3
3.935565741E2,2.724029124E-3
3.935774082E2,3.381652292E-3
3.935982424E2,4.025766160E-3
3.936190765E2,4.468582571E-3
3.936399106E2,4.903215915E-3
3.936607447E2,5.133337341E-3
3.936815788E2,5.434710532E-3
3.937024130E2,5.744905211E-3
3.937232471E2,5.724504590E-3
3.937440812E2,5.714739207E-3
3.937649153E2,5.427191965E-3
3.937857495E2,5.239219870E-3
3.938065836E2,5.094322376E-3
3.938274177E2,4.726981744E-3
3.938482518E2,4.551133141E-3
3.938690860E2,4.106204025E-3
3.938899201E2,3.647226375E-3
3.939107542E2,3.284399398E-3
3.939315883E2,2.781856339E-3
3.939524224E2,2.373248106E-3
3.939732566E2,1.775454730E-3
3.939940907E2,1.013577101E-3
3.940149248E2,3.089357051E-4
3.940357589E2,-4.979660152E-4
3.940565931E2,-1.364770229E-3
3.940774272E2,-2.237135777E-3
3.940982613E2,-3.175151302E-3
3.941190954E2,-4.136673640E-3
3.941399295E2,-5.209980067E-3
3.941607637E2,-6.166777574E-3
3.941815978E2,-7.231051568E-3
3.942024319E2,-8.485991508E-3
3.942232660E2,-9.472861886E-3
3.942441002E2,-1.060713455E-2
3.942649343E2,-1.164412498E-2
3.942857684E2,-1.247200556E-2
3.943066025E2,-1.339176856E-2
3.943274366E2,-1.408946328E-2
3.943482708E2,-1.478215028E-2
3.943691049E2,-1.552976482E-2
3.943899390E2,-1.634661481E-2
3.944107731E2,-1.713057607E-2
3.944316073E2,-1.783648320E-2
3.944524414E2,-1.875838265E-2
3.944732755E2,-1.955993101E-2
3.944941096E2,-2.044708654E-2
3.945149437E2,-2.140892297E-2
3.945357779E2,-2.197429165E-2
3.945566120E2,-2.272194996E-2
3.945774461E2,-2.343747392E-2
3.945982802E2,-2.389341779E-2
3.946191144E2,-2.443594486E-2
3.946399485E2,-2.465542406E-2
3.946607826E2,-2.476543188E-2
3.946816167E2,-2.484764159E-2
3.947024509E2,-2.485186979E-2
3.947232850E2,-2.487863973E-2
3.947441191E2,-2.465604059E-2
3.947649532E2,-2.455367148E-2
3.947857873E2,-2.435500361E-2
3.948066215E2,-2.400277928E-2
3.948274556E2,-2.390821278E-2
3.948482897E2,-2.361638471E-2
3.948691238E2,-2.341971546E-2
3.948899580E2,-2.342935093E-2
3.949107921E2,-2.312362380E-2
3.949316262E2,-2.271996066E-2
3.949524603E2,-2.217719704E-2
3.949732944E2,-2.153463289E-2
3.949941286E2,-2.087111399E-2
3.950149627E2,-2.007667720E-2
3.950357968E2,-1.921402663E-2
3.950566309E2,-1.802529395E-2
3.950774651E2,-1.693885773E-2
3.950982992E2,-1.590220630E-2
3.951191333E2,-1.469898410E-2
3.951399674E2,-1.380391233E-2
3.951608015E2,-1.279810909E-2
3.951816357E2,-1.181432791E-2
3.952024698E2,-1.080689952E-2
3.952233039E2,-9.723896161E-3
3.952441380E2,-8.667409420E-3
3.952649722E2,-7.251143456E-3
3.952858063E2,-6.248796359E-3
3.953066404E2,-5.276708398E-3
3.953274745E2,-4.195678513E-3
3.953483086E2,-3.503712825E-3
3.953691428E2,-2.384050284E-3
3.953899769E2,-1.423513284E-3
3.954108110E2,-7.794271223E-4
3.954316451E2,-3.479970837E-5
3.954524793E2,5.477970117E-4
3.954733134E2,1.348728081E-3
3.954941475E2,1.971854363E-3
3.955149816E2,2.533888910E-3
3.955358158E2,3.337844042E-3
3.955566499E2,3.819741309E-3
3.955774840E2,4.362062551E-3
3.955983181E2,4.739731085E-3
3.956191522E2,5.011873320E-3
3.956399864E2,5.636675283E-3
3.956608205E2,6.104285829E-3
3.956816546E2,6.555351894E-3
3.957024887E2,6.657942664E-3
3.957233229E2,6.589582656E-3
3.957441570E2,6.597915664E-3
3.957649911E2,6.162766367E-3
3.957858252E2,6.020526402E-3
3.958066593E2,5.774622783E-3
3.958274935E2,5.157428794E-3
3.958483276E2,4.873099271E-3
3.958691617E2,4.429989029E-3
3.958899958E2,3.951944876E-3
3.959108300E2,3.513892181E-3
3.959316641E2,2.864037640E-3
3.959524982E2,2.356673125E-3
3.959733323E2,1.757827704E-3
3.959941664E2,9.347453597E-4
3.960150006E2,-1.000412158E-4
3.960358347E2,-1.279529650E-3
3.960566688E2,-2.136546653E-3
3.960775029E2,-3.006785875E-3
3.960983371E2,-3.911880776E-3
3.961191712E2,-4.694797099E-3
3.961400053E2,-5.541029386E-3
3.961608394E2,-6.191774737E-3
3.961816735E2,-6.992781535E-3
3.962025077E2,-7.889101282E-3
3.962233418E2,-8.863798343E-3
3.962441759E2,-1.004521549E-2
3.962650100E2,-1.107409969E-2
3.962858442E2,-1.230355259E-2
3.963066783E2,-1.339288056E-2
3.963275124E2,-1.428156067E-2
3.963483465E2,-1.520448551E-2
3.963691807E2,-1.581586897E-2
3.963900148E2,-1.652265340E-2
3.964108489E2,-1.721166447E-2
3.964316830E2,-1.798173413E-2
3.964525171E2,-1.905468106E-2
3.964733513E2,-1.989477500E-2
3.964941854E2,-2.073720656E-2
3.965150195E2,-2.147780359E-2
3.965358536E2,-2.195779979E-2
3.965566878E2,-2.249521017E-2
3.965775219E2,-2.279675566E-2
3.965983560E2,-2.312938124E-2
3.966191901E2,-2.350255102E-2
3.966400242E2,-2.364918217E-2
3.966608584E2,-2.391732298E-2
3.966816925E2,-2.401101775E-2
3.967025266E2,-2.412035502E-2
3.967233607E2,-2.430430800E-2
3.967441949E2,-2.423300967E-2
3.967650290E2,-2.422511205E-2
3.967858631E2,-2.389583178E-2
3.968066972E2,-2.337528765E-2
3.968275313E2,-2.298457175E-2
3.968483655E2,-2.237375081E-2
3.968691996E2,-2.178539336E-2
3.968900337E2,-2.116190270E-2
3.969108678E2,-2.039230987E-2
3.969317020E2,-1.964287832E-2
3.969525361E2,-1.878699474E-2
3.969733702E2,-1.790409721E-2
3.969942043E2,-1.693825796E-2
3.970150384E2,-1.577615179E-2
3.970358726E2,-1.458452828E-2
3.970567067E2,-1.341005694E-2
3.970775408E2,-1.246208139E-2
3.970983749E2,-1.163896639E-2
3.971192091E2,-1.070821472E-2
3.971400432E2,-9.732270613E-3
3.971608773E2,-8.608345874E-3
3.971817114E2,-7.676162757E-3
3.972025456E2,-6.848218385E-3
3.972233797E2,-5.919417366E-3
3.972442138E2,-4.973927513E-3
3.972650479E2,-3.709160956E-3
3.972858820E2,-2.674709773E-3
3.973067162E2,-1.869461033E-3
3.973275503E2,-9.756530635E-4
3.973483844E2,-4.042810469E-4
3.973692185E2,3.716623760E-4
3.973900527E2,1.329205115E-3
3.974108868E2,2.106582979E-3
3.974317209E2,3.018038347E-3
3.974525550E2,3.751744516E-3
3.974733891E2,4.470617510E-3
3.974942233E2,5.308072548E-3
3.975150574E2,5.867797881E-3
3.975358915E2,6.301526912E-3
3.975567256E2,6.518814713E-3
3.975775598E2,6.645898335E-3
3.975983939E2,6.843130104E-3
3.976192280E2,6.995259784E-3
3.976400621E2,7.089670282E-3
3.976608962E2,7.186127827E-3
3.976817304E2,7.439752109E-3
3.977025645E2,7.553576492E-3
3.977233986E2,7.622927427E-3
3.977442327E2,7.524252869E-3
3.977650669E2,7.167806383E-3
3.977859010E2,6.865578238E-3
3.978067351E2,6.349668372E-3
3.978275692E2,5.992014427E-3
3.978484033E2,5.628273357E-3
3.978692375E2,4.979895428E-3
3.978900716E2,4.535921384E-3
3.979109057E2,3.942836076E-3
3.979317398E2,3.278328106E-3
3.979525740E2,2.799605951E-3
3.979734081E2,2.036918886E-3
3.979942422E2,1.164112356E-3
3.980150763E2,2.810428559E-4
3.980359105E2,-7.267862675E-4
3.980567446E2,-1.543597551E-3
3.980775787E2,-2.486765385E-3
3.980984128E2,-3.340415191E-3
3.981192469E2,-4.095596727E-3
3.981400811E2,-5.133402534E-3
3.981609152E2,-5.919900723E-3
3.981817493E2,-6.926031783E-3
3.982025834E2,-8.024679497E-3
3.982234176E2,-9.014897048E-3
3.982442517E2,-1.028910093E-2
3.982650858E2,-1.125059836E-2
3.982859199E2,-1.218257938E-2
3.983067540E2,-1.303326897E-2
3.983275882E2,-1.357948966E-2
3.983484223E2,-1.411877200E-2
3.983692564E2,-1.459591743E-2
3.983900905E2,-1.532205660E-2
3.984109247E2,-1.589067839E-2
3.984317588E2,-1.626710594E-2
3.984525929E2,-1.686827466E-2
3.984734270E2,-1.730613783E-2
3.984942611E2,-1.786169223E-2
3.985150953E2,-1.837367751E-2
3.985359294E2,-1.861393452E-2
3.985567635E2,-1.895955950E-2
3.985775976E2,-1.900472492E-2
3.985984318E2,-1.896388084E-2
3.986192659E2,-1.889360696E-2
3.986401000E2,-1.882676780E-2
3.986609341E2,-1.903872378E-2
3.986817682E2,-1.893090457E-2
3.987026024E2,-1.884230599E-2
3.987234365E2,-1.866324246E-2
3.987442706E2,-1.832019910E-2
3.987651047E2,-1.813567430E-2
3.987859389E2,-1.768423617E-2
3.988067730E2,-1.735132746E-2
3.988276071E2,-1.672096178E-2
3.988484412E2,-1.589528099E-2
3.988692754E2,-1.529206336E-2
3.988901095E2,-1.423619129E-2
3.989109436E2,-1.337960921E-2
3.989317777E2,-1.245207712E-2
3.989526118E2,-1.108811609E-2
3.989734460E2,-1.009154320E-2
3.989942801E2,-8.921567351E-3
3.990151142E2,-7.697580382E-3
3.990359483E2,-6.584254093E-3
3.990567825E2,-5.322392099E-3
3.990776166E2,-4.435259383E-3
3.990984507E2,-3.292556386E-3
3.991192848E2,-2.195189241E-3
3.991401189E2,-1.401665970E-3
3.991609531E2,-3.742506087E-4
3.991817872E2,2.533676452E-4
3.992026213E2,1.016715891E-3
3.992234554E2,1.868331106E-3
3.992442896E2,2.764836652E-3
3.992651237E2,4.018694628E-3
3.992859578E2,4.906369839E-3
3.993067919E2,5.791140720E-3
3.993276260E2,6.657581311E-3
3.993484602E2,7.651378401E-3
3.993692943E2,8.714498952E-3
3.993901284E2,9.479835629E-3
3.994109625E2,1.035111025E-2
3.994317967E2,1.096841879E-2
3.994526308E2,1.181920525E-2
3.994734649E2,1.284046657E-2
3.994942990E2,1.343180984E-2
3.995151331E2,1.420695707E-2
3.995359673E2,1.468117535E-2
3.995568014E2,1.488111075E-2
3.995776355E2,1.502900291E-2
3.995984696E2,1.478108298E-2
3.996193038E2,1.493955404E-2
3.996401379E2,1.499429345E-2
3.996609720E2,1.476632059E-2
3.996818061E2,1.479980070E-2
3.997026403E2,1.433546003E-2
3.997234744E2,1.396493986E-2
3.997443085E2,1.373613067E-2
3.997651426E2,1.318558492E-2
3.997859767E2,1.279426925E-2
3.998068109E2,1.226664335E-2
3.998276450E2,1.164756063E-2
3.998484791E2,1.098310947E-2
3.998693132E2,1.031511836E-2
3.998901474E2,9.627765045E-3
3.999109815E2,8.723629639E-3
3.999318156E2,7.959955372E-3
3.999526497E2,7.184081711E-3
3.999734838E2,6.406992208E-3
3.999943180E2,5.672596861E-3
4.000151521E2,4.644061439E-3
4.000359862E2,3.609066131E-3
4.000568203E2,2.549536992E-3
4.000776545E2,1.346845878E-3
4.000984886E2,2.217768633E-4
4.001193227E2,-9.111303370E-4
4.001401568E2,-1.807604684E-3
4.001609909E2,-2.677727956E-3
4.001818251E2,-3.644316690E-3
4.002026592E2,-4.391127266E-3
4.002234933E2,-5.383297801E-3
4.002443274E2,-6.073520053E-3
4.002651616E2,-6.665919907E-3
4.002859957E2,-7.883613929E-3
4.003068298E2,-8.759447373E-3
4.003276639E2,-9.610950947E-3
4.003484980E2,-1.051721908E-2
4.003693322E2,-1.120447926E-2
4.003901663E2,-1.208815165E-2
4.004110004E2,-1.250410546E-2
4.004318345E2,-1.289214753E-2
4.004526687E2,-1.353696361E-2
4.004735028E2,-1.397167891E-2
4.004943369E2,-1.443168614E-2
4.005151710E2,-1.457717922E-2
4.005360052E2,-1.482997369E-2
4.005568393E2,-1.510732062E-2
4.005776734E2,-1.502866857E-2
4.005985075E2,-1.507729292E-2
4.006193416E2,-1.498026028E-2
4.006401758E2,-1.520965341E-2
4.006610099E2,-1.538364217E-2
4.006818440E2,-1.499799080E-2
4.007026781E2,-1.455957256E-2
4.007235123E2,-1.399282832E-2
4.007443464E2,-1.387802698E-2
4.007651805E2,-1.351900585E-2
4.007860146E2,-1.279423572E-2
4.008068487E2,-1.221826859E-2
4.008276829E2,-1.113470830E-2
4.008485170E2,-1.029809471E-2
4.008693511E2,-9.305534884E-3
4.008901852E2,-8.022191003E-3
4.009110194E2,-7.382092997E-3
4.009318535E2,-6.606426090E-3
4.009526876E2,-5.797234364E-3
4.009735217E2,-4.984647036E-3
4.009943558E2,-3.724658163E-3
4.010151900E2,-2.697603544E-3
4.010360241E2,-1.784938737E-3
4.010568582E2,-8.012828184E-4
4.010776923E2,8.524465375E-5
4.010985265E2,1.134420163E-3
4.011193606E2,2.070099115E-3
4.011401947E2,3.101286246E-3
4.011610288E2,4.298500717E-3
4.011818629E2,5.193038844E-3
4.012026971E2,6.157886237E-3
4.012235312E2,7.202006876E-3
4.012443653E2,8.228041232E-3
4.012651994E2,9.299410507E-3
4.012860336E2,1.027570758E-2
4.013068677E2,1.121076569E-2
4.013277018E2,1.205388457E-2
4.013485359E2,1.289646700E-2
4.013693701E2,1.359485369E-2
4.013902042E2,1.403588243E-2
4.014110383E2,1.450409833E-2
4.014318724E2,1.489537209E-2
4.014527065E2,1.533386856E-2
4.014735407E2,1.573625393E-2
4.014943748E2,1.588350907E-2
4.015152089E2,1.624262892E-2
4.015360430E2,1.647815481E-2
4.015568772E2,1.669193432E-2
4.015777113E2,1.692393981E-2
4.015985454E2,1.670309715E-2
4.016193795E2,1.670828089E-2
4.016402136E2,1.652717777E-2
4.016610478E2,1.613206789E-2
4.016818819E2,1.578774862E-2
4.017027160E2,1.521688327E-2
4.017235501E2,1.489916816E-2
4.017443843E2,1.446430478E-2
4.017652184E2,1.404514909E-2
4.017860525E2,1.361096650E-2
4.018068866E2,1.306398213E-2
4.018277207E2,1.262704190E-2
4.018485549E2,1.188738365E-2
4.018693890E2,1.133031771E-2
4.018902231E2,1.065500826E-2
4.019110572E2,9.802356362E-3
4.019318914E2,9.175117128E-3
4.019527255E2,8.329911157E-3
4.019735596E2,7.563740015E-3
4.019943937E2,6.746923551E-3
4.020152278E2,5.727145821E-3
4.020360620E2,4.717157688E-3
4.020568961E2,3.504572902E-3
4.020777302E2,2.309561241E-3
4.020985643E2,1.166612259E-3
4.021193985E2,6.372207281E-5
4.021402326E2,-7.777073188E-4
4.021610667E2,-1.631983323E-3
4.021819008E2,-2.460517688E-3
4.022027350E2,-3.200126812E-3
4.022235691E2,-3.899128409E-3
4.022444032E2,-4.437537864E-3
4.022652373E2,-5.111604463E-3
4.022860714E2,-5.842410959E-3
4.023069056E2,-6.563763600E-3
4.023277397E2,-7.228750736E-3
4.023485738E2,-7.758042775E-3
4.023694079E2,-8.381734602E-3
4.023902421E2,-8.853010833E-3
4.024110762E2,-9.395949543E-3
4.024319103E2,-9.899251163E-3
4.024527444E2,-1.004409045E-2
4.024735785E2,-1.037668344E-2
4.024944127E2,-1.060679555E-2
4.025152468E2,-1.073736511E-2
4.025360809E2,-1.110857911E-2
4.025569150E2,-1.117376331E-2
4.025777492E2,-1.106764656E-2
4.025985833E2,-1.091853809E-2
4.026194174E2,-1.063600276E-2
4.026402515E2,-1.042159367E-2
4.026610856E2,-1.003608108E-2
4.026819198E2,-9.621378034E-3
4.027027539E2,-9.041892365E-3
4.027235880E2,-8.282776922E-3
4.027444221E2,-7.574113086E-3
4.027652563E2,-6.629818119E-3
4.027860904E2,-5.740481429E-3
4.028069245E2,-4.734175745E-3
4.028277586E2,-3.775313729E-3
4.028485927E2,-3.051740117E-3
4.028694269E2,-2.148700645E-3
4.028902610E2,-1.411293633E-3
4.029110951E2,-5.742410431E-4
4.029319292E2,4.075979232E-4
4.029527634E2,1.401775982E-3
4.029735975E2,2.562695881E-3
4.029944316E2,3.568856511E-3
4.030152657E2,4.482998978E-3
4.030360999E2,5.405482836E-3
4.030569340E2,6.398744881E-3
4.030777681E2,7.480347529E-3
4.030986022E2,8.518997580E-3
4.031194363E2,9.497308172E-3
4.031402705E2,1.048935018E-2
4.031611046E2,1.164465491E-2
4.031819387E2,1.275017112E-2
4.032027728E2,1.365838014E-2
4.032236070E2,1.468459703E-2
4.032444411E2,1.568079740E-2
4.032652752E2,1.661817916E-2
4.032861093E2,1.752800308E-2
4.033069434E2,1.807295159E-2
4.033277776E2,1.878036559E-2
4.033486117E2,1.953216083E-2
4.033694458E2,2.010678872E-2
4.033902799E2,2.068094909E-2
4.034111141E2,2.103147469E-2
4.034319482E2,2.164822072E-2
4.034527823E2,2.209530771E-2
4.034736164E2,2.227532119E-2
4.034944505E2,2.253597602E-2
4.035152847E2,2.244592458E-2
4.035361188E2,2.256625518E-2
4.035569529E2,2.271131054E-2
4.035777870E2,2.247712016E-2
4.035986212E2,2.226925269E-2
4.036194553E2,2.192659490E-2
4.036402894E2,2.161454409E-2
4.036611235E2,2.135887742E-2
4.036819576E2,2.087010816E-2
4.037027918E2,2.037591860E-2
4.037236259E2,1.976576075E-2
4.037444600E2,1.911327243E-2
4.037652941E2,1.858134568E-2
4.037861283E2,1.792952046E-2
4.038069624E2,1.723862439E-2
4.038277965E2,1.641456783E-2
4.038486306E2,1.554144733E-2
4.038694648E2,1.464149822E-2
4.038902989E2,1.371465437E-2
4.039111330E2,1.303779334E-2
4.039319671E2,1.230841503E-2
4.039528012E2,1.148388628E-2
4.039736354E2,1.062474027E-2
4.039944695E2,9.662058204E-3
4.040153036E2,8.767325431E-3
4.040361377E2,7.884266786E-3
4.040569719E2,6.885959767E-3
4.040778060E2,5.762591958E-3
4.040986401E2,4.552531987E-3
4.041194742E2,3.433350241E-3
4.041403083E2,2.353332005E-3
4.041611425E2,1.218087156E-3
4.041819766E2,2.930206829E-4
4.042028107E2,-7.259430131E-4
4.042236448E2,-1.737087383E-3
4.042444790E2,-2.514463384E-3
4.042653131E2,-3.338176524E-3
4.042861472E2,-3.932788502E-3
4.043069813E2,-4.449760076E-3
4.043278154E2,-4.970434587E-3
4.043486496E2,-5.422741175E-3
4.043694837E2,-5.780296400E-3
4.043903178E2,-5.935002118E-3
4.044111519E2,-6.220183801E-3
4.044319861E2,-6.664440967E-3
4.044528202E2,-7.101564668E-3
4.044736543E2,-7.487956434E-3
4.044944884E2,-7.748702541E-3
4.045153226E2,-7.832633331E-3
4.045361567E2,-7.838536054E-3
4.045569908E2,-7.714361884E-3
4.045778249E2,-7.506744005E-3
4.045986590E2,-7.202182896E-3
4.046194932E2,-6.788922474E-3
4.046403273E2,-6.496301852E-3
4.046611614E2,-6.238721311E-3
4.046819955E2,-6.117026322E-3
4.047028297E2,-5.812655203E-3
4.047236638E2,-5.422621034E-3
4.047444979E2,-5.165910814E-3
4.047653320E2,-4.420335405E-3
4.047861661E2,-3.431278747E-3
4.048070003E2,-2.304206137E-3
4.048278344E2,-1.155695529E-3
4.048486685E2,-2.450024476E-4
4.048695026E2,8.551370702E-4
4.048903368E2,1.973349368E-3
4.049111709E2,2.878430998E-3
4.049320050E2,3.733845195E-3
4.049528391E2,4.482317716E-3
4.049736732E2,5.311079323E-3
4.049945074E2,6.168937311E-3
4.050153415E2,6.932560354E-3
4.050361756E2,7.991877384E-3
4.050570097E2,9.067997336E-3
4.050778439E2,1.014144812E-2
4.050986780E2,1.130823046E-2
4.051195121E2,1.221685577E-2
4.051403462E2,1.315141283E-2
4.051611803E2,1.404104382E-2
4.051820145E2,1.479228307E-2
4.052028486E2,1.548132859E-2
4.052236827E2,1.624132320E-2
4.052445168E2,1.707456633E-2
4.052653510E2,1.783197001E-2
4.052861851E2,1.877843589E-2
4.053070192E2,1.959493756E-2
4.053278533E2,2.032324299E-2
4.053486875E2,2.099592611E-2
4.053695216E2,2.135029063E-2
4.053903557E2,2.174337581E-2
4.054111898E2,2.200866491E-2
4.054320239E2,2.215049416E-2
4.054528581E2,2.236179635E-2
4.054736922E2,2.246757224E-2
4.054945263E2,2.261577174E-2
4.055153604E2,2.274814993E-2
4.055361946E2,2.265817858E-2
4.055570287E2,2.251287177E-2
4.055778628E2,2.229057252E-2
4.055986969E2,2.198647335E-2
4.056195310E2,2.160602435E-2
4.056403652E2,2.109149098E-2
4.056611993E2,2.048519254E-2
4.056820334E2,1.974224299E-2
4.057028675E2,1.912507042E-2
4.057237017E2,1.845851168E-2
4.057445358E2,1.773684472E-2
4.057653699E2,1.697568409E-2
4.057862040E2,1.591212675E-2
4.058070381E2,1.501866989E-2
4.058278723E2,1.407939661E-2
4.058487064E2,1.323071681E-2
4.058695405E2,1.264075935E-2
4.058903746E2,1.179256756E-2
4.059112088E2,1.093438640E-2
4.059320429E2,9.993489832E-3
4.059528770E2,9.073714726E-3
4.059737111E2,8.337080479E-3
4.059945452E2,7.479183841E-3
4.060153794E2,6.557908840E-3
4.060362135E2,5.505887792E-3
4.060570476E2,4.451495595E-3
4.060778817E2,3.498176346E-3
4.060987159E2,2.485810313E-3
4.061195500E2,1.662114169E-3
4.061403841E2,8.488596650E-4
4.061612182E2,5.779977801E-5
4.061820524E2,-6.313014892E-4
4.062028865E2,-1.478289720E-3
4.062237206E2,-2.018154133E-3
4.062445547E2,-2.685743850E-3
4.062653888E2,-3.406714648E-3
4.062862230E2,-3.679132788E-3
4.063070571E2,-4.189895932E-3
4.063278912E2,-4.603756592E-3
4.063487253E2,-4.936202429E-3
4.063695595E2,-5.324465223E-3
4.063903936E2,-5.451992620E-3
4.064112277E2,-5.553903524E-3
4.064320618E2,-5.643675569E-3
4.064528959E2,-5.927982274E-3
4.064737301E2,-6.170122884E-3
4.064945642E2,-6.234847009E-3
4.065153983E2,-6.374727935E-3
4.065362324E2,-6.301383488E-3
4.065570666E2,-6.192754023E-3
4.065779007E2,-6.030834746E-3
4.065987348E2,-5.578986369E-3
4.066195689E2,-5.277722143E-3
4.066404030E2,-4.779590294E-3
4.066612372E2,-4.222543910E-3
4.066820713E2,-3.920598887E-3
4.067029054E2,-3.111936152E-3
4.067237395E2,-2.250588499E-3
4.067445737E2,-1.388507895E-3
4.067654078E2,-4.687886976E-4
4.067862419E2,2.470426552E-4
4.068070760E2,1.238299068E-3
4.068279101E2,2.229689155E-3
4.068487443E2,3.343643621E-3
4.068695784E2,4.407236353E-3
4.068904125E2,5.319441669E-3
4.069112466E2,6.339563057E-3
4.069320808E2,7.190928794E-3
4.069529149E2,8.181579411E-3
4.069737490E2,9.082965553E-3
4.069945831E2,9.911527857E-3
4.070154173E2,1.091923937E-2
4.070362514E2,1.182380691E-2
4.070570855E2,1.288338006E-2
4.070779196E2,1.395931281E-2
4.070987537E2,1.491466723E-2
4.071195879E2,1.604507491E-2
4.071404220E2,1.699438691E-2
4.071612561E2,1.785201579E-2
4.071820902E2,1.874826476E-2
4.072029244E2,1.935952529E-2
4.072237585E2,2.007138915E-2
4.072445926E2,2.066889219E-2
4.072654267E2,2.117506415E-2
4.072862608E2,2.168841101E-2
4.073070950E2,2.191773057E-2
4.073279291E2,2.234559879E-2
4.073487632E2,2.260353416E-2
4.073695973E2,2.267914265E-2
4.073904315E2,2.290000394E-2
4.074112656E2,2.302685380E-2
4.074320997E2,2.316565439E-2
4.074529338E2,2.320879884E-2
4.074737679E2,2.311151847E-2
4.074946021E2,2.295526862E-2
4.075154362E2,2.283238620E-2
4.075362703E2,2.268535271E-2
4.075571044E2,2.239775285E-2
4.075779386E2,2.200370282E-2
4.075987727E2,2.152640000E-2
4.076196068E2,2.094708011E-2
4.076404409E2,2.053045668E-2
4.076612750E2,2.023265325E-2
4.076821092E2,1.966017857E-2
4.077029433E2,1.901037991E-2
4.077237774E2,1.814610884E-2
4.077446115E2,1.730568334E-2
4.077654457E2,1.662162878E-2
4.077862798E2,1.580857299E-2
4.078071139E2,1.499168761E-2
4.078279480E2,1.401212439E-2
4.078487822E2,1.307273656E-2
4.078696163E2,1.209751144E-2
4.078904504E2,1.117550395E-2
4.079112845E2,1.033854764E-2
4.079321186E2,9.293654934E-3
4.079529528E2,8.222900331E-3
4.079737869E2,6.947257556E-3
4.079946210E2,5.783259869E-3
4.080154551E2,4.854566418E-3
4.080362893E2,3.876425326E-3
4.080571234E2,3.023536410E-3
4.080779575E2,2.116543707E-3
4.080987916E2,1.114935265E-3
4.081196257E2,2.913562348E-4
4.081404599E2,-5.601823796E-4
4.081612940E2,-1.462338842E-3
4.081821281E2,-2.217773348E-3
4.082029622E2,-3.095466876E-3
4.082237964E2,-3.990125377E-3
4.082446305E2,-4.660657607E-3
4.082654646E2,-5.106950179E-3
4.082862987E2,-5.497802049E-3
4.083071328E2,-5.858205259E-3
4.083279670E2,-6.120827049E-3
4.083488011E2,-6.544766948E-3
4.083696352E2,-6.761827972E-3
4.083904693E2,-6.823780946E-3
4.084113035E2,-6.939632818E-3
4.084321376E2,-6.831630133E-3
4.084529717E2,-6.867909804E-3
4.084738058E2,-6.965829059E-3
4.084946399E2,-6.917972118E-3
4.085154741E2,-6.854368839E-3
4.085363082E2,-6.643026602E-3
4.085571423E2,-6.462370045E-3
4.085779764E2,-6.229260936E-3
4.085988106E2,-5.795836449E-3
4.086196447E2,-5.328766070E-3
4.086404788E2,-4.680617712E-3
4.086613129E2,-4.176974297E-3
4.086821471E2,-3.594139358E-3
4.087029812E2,-2.824580530E-3
4.087238153E2,-2.233197447E-3
4.087446494E2,-1.332305954E-3
4.087654835E2,-5.726262461E-4
4.087863177E2,2.760218049E-4
4.088071518E2,1.273688045E-3
4.088279859E2,2.003017347E-3
4.088488200E2,3.117183223E-3
4.088696542E2,4.060873762E-3
4.088904883E2,5.050400272E-3
4.089113224E2,6.095360499E-3
4.089321565E2,6.822190247E-3
4.089529906E2,7.883315906E-3
4.089738248E2,8.802388795E-3
4.089946589E2,9.674329311E-3
4.090154930E2,1.058802754E-2
4.090363271E2,1.127225067E-2
4.090571613E2,1.210661978E-2
4.090779954E2,1.281418093E-2
4.090988295E2,1.355364732E-2
4.091196636E2,1.437414717E-2
4.091404977E2,1.503488608E-2
4.091613319E2,1.599449664E-2
4.091821660E2,1.677598432E-2
4.092030001E2,1.740487665E-2
4.092238342E2,1.815974526E-2
4.092446684E2,1.857319288E-2
4.092655025E2,1.910728961E-2
4.092863366E2,1.943393983E-2
4.093071707E2,1.960475929E-2
4.093280048E2,1.995724253E-2
4.093488390E2,2.001548931E-2
4.093696731E2,2.015549690E-2
4.093905072E2,2.009449899E-2
4.094113413E2,1.994925737E-2
4.094321755E2,1.980885491E-2
4.094530096E2,1.938313432E-2
4.094738437E2,1.913722232E-2
4.094946778E2,1.866532490E-2
4.095155120E2,1.822949946E-2
4.095363461E2,1.790125296E-2
4.095571802E2,1.720364019E-2
4.095780143E2,1.675408892E-2
4.095988484E2,1.620529592E-2
4.096196826E2,1.544664241E-2
4.096405167E2,1.488349214E-2
4.096613508E2,1.409787033E-2
4.096821849E2,1.338383183E-2
4.097030191E2,1.259029657E-2
4.097238532E2,1.158549637E-2
4.097446873E2,1.071475074E-2
4.097655214E2,9.677328169E-3
4.097863555E2,8.767164312E-3
4.098071897E2,7.744575851E-3
4.098280238E2,6.647480652E-3
4.098488579E2,5.732612219E-3
4.098696920E2,4.576285370E-3
4.098905262E2,3.558934201E-3
4.099113603E2,2.414217917E-3
4.099321944E2,1.173175522E-3
4.099530285E2,1.072636514E-4
4.099738626E2,-1.085179858E-3
4.099946968E2,-2.093447838E-3
4.100155309E2,-3.064722288E-3
4.100363650E2,-4.054473713E-3
4.100571991E2,-4.945056979E-3
4.100780333E2,-5.758516490E-3
4.100988674E2,-6.278622895E-3
4.101197015E2,-6.933561526E-3
4.101405356E2,-7.665703539E-3
